RowIndex,EncryptTimeTotal,AdditionTime,DecryptionTime,PlaintextSize,CiphertextSize,ExpansionRatio,InitialNoise,NoiseAfterAddition
484,2.384185791015625e-06,1.430511474609375e-06,1.6689300537109375e-06,184,184,1.0,11.6682657,46.6730628
485,2.384185791015625e-06,1.6689300537109375e-06,1.9073486328125e-06,184,184,1.0,11.939603700000001,47.758414800000004
486,1.9073486328125e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,12.3169465,49.267786
487,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,11.9564597,47.8258388
488,1.6689300537109375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,12.767247600000001,51.068990400000004
489,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,184,184,1.0,12.3712177,49.4848708
490,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,184,184,1.0,12.166820600000001,48.667282400000005
491,1.430511474609375e-06,9.5367431640625e-07,9.5367431640625e-07,184,184,1.0,12.7838584,51.1354336
492,1.430511474609375e-06,1.430511474609375e-06,9.5367431640625e-07,184,184,1.0,12.6540322,50.6161288
493,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.9764701,35.9058804
494,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.8815227,35.5260908
495,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.7481259,34.9925036
496,1.6689300537109375e-06,7.152557373046875e-07,1.1920928955078125e-06,184,184,1.0,9.258932,37.035728
497,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,9.1703008,36.6812032
498,1.1920928955078125e-06,2.002716064453125e-05,1.1920928955078125e-06,184,184,1.0,9.102622199999999,36.410488799999996
499,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,9.1899173,36.7596692
500,1.6689300537109375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,9.2615458,37.0461832
501,1.430511474609375e-06,1.430511474609375e-06,1.1920928955078125e-06,184,184,1.0,7.8739723,31.4958892
502,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,184,184,1.0,7.9863577,31.9454308
503,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.1024726,32.4098904
504,1.9073486328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.0602549,32.2410196
505,1.430511474609375e-06,1.1920928955078125e-06,1.1920928955078125e-06,184,184,1.0,8.0166541,32.0666164
